StockCode,Description,Revenue,Units,Orders,Customers,Revenue_Share_%
20785,FUSCHIA RETRO BAR STOOL,523.3000000000001,14.0,5,4,0.004905929277660684
22861,EASTER TIN CHICKS IN GARDEN,522.93,305.0,50,36,0.0049024605334743
85025C,PINK HEART SHAPE PHOTO FRAME,522.5600000000001,322.0,39,27,0.004898991789287917
23537,WALL ART I LOVE LONDON ,521.73,99.0,32,18,0.004891210552329273
23336,EGG FRYING PAN PINK ,521.3299999999998,226.0,85,46,0.004887460558614262
85131B,BEADED CRYSTAL HEART GREEN ON STICK,521.1100000000004,623.0,172,2,0.004885398062071012
84816,DANISH ROSE BEDSIDE CABINET,519.35,13.0,10,10,0.004868898089724969
84313B,BLUE TV TRAY TABLE ,518.61,127.0,39,6,0.004861960601352202
20761,BLUE PAISLEY SKETCHBOOK,517.22,123.0,63,46,0.0048489293731925455
21455,PAINTED YELLOW WOODEN DAISY,516.7900000000001,612.0,117,32,0.004844898129948911
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,513.0199999999999,104.0,36,22,0.0048095544391849486
22216,T-LIGHT HOLDER WHITE LACE,512.9299999999997,588.0,68,17,0.004808710690599069
23136,IVORY WIRE SWEETHEART LETTER TRAY,511.88999999999993,135.0,49,39,0.004798960706940048
22280,POCKET BAG PINK PAISELY BROWN SPOT,510.83999999999975,469.0,95,26,0.004789116973438147
21926,RED/CREAM STRIPE CUSHION COVER ,509.9,414.0,60,35,0.004780304488207878
21654,RIDGED GLASS FINGER BOWL,509.3599999999999,986.0,59,40,0.004775241996692615
72819,CUPID DESIGN SCENTED CANDLES,509.07000000000005,225.0,43,28,0.004772523251249235
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,508.3699999999998,554.0,80,51,0.004765960762247966
23527,WALL ART ANIMALS AND NATURE ,508.34,154.0,31,25,0.004765679512719342
20681,PINK POLKADOT CHILDRENS UMBRELLA,506.96,140.0,46,29,0.0047527420344025606
21067,VINTAGE RED TEATIME MUG,506.6499999999998,319.0,76,30,0.004749835789273427
22785,SQUARECUSHION COVER PINK UNION FLAG,506.34000000000003,72.0,32,23,0.004746929544144298
23043,PAPER LANTERN 9 POINT HOLLY STAR L,506.01,75.0,20,15,0.004743835799329414
82616B,FRAPPUCINO SCARF KNITTING KIT,505.6899999999999,344.0,73,35,0.004740835804357406
20998,ROSE DU SUD OVEN GLOVE,505.1999999999998,185.0,69,27,0.0047362420620565195
23021,GLASS BONNE JAM JAR,504.97,121.0,27,24,0.004734085815670391
22127,PARTY CONES CARNIVAL ASSORTED,504.88,404.0,22,20,0.004733242067084514
22286,DECORATION WOBBLY RABBIT METAL ,504.4599999999999,830.0,67,35,0.004729304573683753
84687,BEACH HUT SHELF W 3 DRAWERS,504.43,81.0,31,16,0.004729023324155129
84616,SILVER ROCCOCO CHANDELIER,504.32,14.0,9,6,0.0047279920758835
21925,UNION STRIPE CUSHION COVER ,503.75,403.0,65,38,0.004722648334839613
84509C,SET OF 4 POLKADOT PLACEMATS ,502.68999999999994,131.0,51,20,0.004712710851494838
23560,SET OF 6 RIBBONS COUNTRY STYLE,502.07000000000005,173.0,26,20,0.004706898361236575
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,501.9799999999999,107.0,45,29,0.004706054612650697
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",501.48999999999955,584.0,111,39,0.004701460870349807
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,501.4399999999999,324.0,85,40,0.004700992121135434
85231G,ORANGE SCENTED SET/9 T-LIGHTS,501.26999999999975,594.0,81,49,0.004699398373806554
23117,POPPY FIELDS CHOPPING BOARD,501.22999999999985,93.0,45,39,0.004699023374435053
20766,GARDEN PATH SKETCHBOOK,501.07,124.0,57,41,0.004697523376949052
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,500.90999999999985,591.0,57,40,0.004696023379463047
21972,SET OF 36 DINOSAUR PAPER DOILIES,499.0799999999998,335.0,65,35,0.0046788671582168795
22050,PINK PAISLEY ROSE GIFT WRAP,498.5,1225.0,40,37,0.004673429667330118
22516,CHILDS GARDEN RAKE BLUE,496.9900000000001,207.0,62,35,0.00465927344105596
84970s,HANGING HEART ZINC T-LIGHT HOLDER,496.48999999999995,238.0,66,0,0.004654585948912196
22511,RETROSPOT BABUSHKA DOORSTOP,495.20000000000005,251.0,54,44,0.004642492219181294
21358,TOAST ITS - HAPPY BIRTHDAY,494.53999999999974,412.0,108,54,0.004636304729551525
21850,BLUE  DIAMANTE PEN IN GIFT BOX,493.07999999999987,130.0,54,12,0.0046226172524917435
35598D,PINK/WHITE CHRISTMAS TREE 60CM,493.0100000000001,684.0,42,23,0.004621961003591619
46776C,WOVEN FROST CUSHION COVER,492.7899999999997,117.0,59,6,0.00461989850704836
21632,VINTAGE PINK DECORATIVE PARASOL,489.7400000000002,88.0,24,5,0.00459130480497142
85194S,HANGING SPRING FLOWER EGG SMALL,489.16999999999985,1197.0,72,50,0.0045859610639275294
35809A,ENAMEL PINK TEA CONTAINER,488.88999999999953,421.0,62,37,0.00458333606832702
21202,DOLLY HONEYCOMB GARLAND,487.10999999999996,475.0,25,20,0.004566648596295233
21867,PINK UNION JACK  LUGGAGE TAG,486.4999999999997,353.0,121,56,0.004560929855879842
21454,PAINTED PINK RABBIT ,486.0099999999998,573.0,136,41,0.004556336113578956
84820,DANISH ROSE TRINKET TRAYS,484.62999999999965,261.0,31,31,0.004543398635262173
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,484.3500000000001,421.0,85,37,0.004540773639661671
23218,LAUREL STAR ANTIQUE GOLD,483.0299999999998,379.0,40,27,0.004528398660402139
21634,ASSORTED MINI MADRAS NOTEBOOK,481.95000000000016,976.0,28,22,0.004518273677371617
22638,SET OF 4 NAPKIN CHARMS CROWNS ,481.88000000000005,300.0,52,37,0.00451761742847149
22230,JIGSAW TREE WITH WATERING CAN,480.9200000000002,1048.0,101,50,0.00450861744355547
21587,COSY HOUR GIANT TUBE MATCHES,480.7500000000001,197.0,26,25,0.00450702369622659
90209C,PINK ENAMEL+GLASS HAIR COMB,480.49999999999994,263.0,31,8,0.004504679950154708
21741,COSY SLIPPER SHOES LARGE GREEN,480.17,147.0,40,27,0.004501586205339825
21507,ELEPHANT BIRTHDAY CARD ,479.8200000000003,1122.0,95,63,0.0044983049608391945
23169,CLASSIC GLASS SWEET JAR,479.45000000000005,119.0,14,14,0.00449483621665281
84849B,FAIRY SOAP SOAP HOLDER,478.8299999999998,266.0,76,41,0.004489023726394543
20803,SMALL PINK GLASS SUNDAE DISH,478.71999999999986,945.0,40,26,0.004487992478122916
23422,PANTRY HOOK BALLOON WHISK ,477.88999999999993,213.0,47,29,0.004480211241164273
85049F,BABY BOOM RIBBONS ,477.34000000000003,378.0,88,70,0.004475054999806136
21472,LADYBIRD + BEE RAFFIA FOOD COVER,476.41,123.0,37,29,0.004466336264418739
23561,SET OF 6 RIBBONS PARTY,475.99999999999994,170.0,16,13,0.004462492520860855
85093,CANDY SPOT EGG WARMER HARE,475.1800000000002,708.0,88,20,0.004454805033745088
22184,CAKE STAND VICTORIAN FILIGREE LARGE,471.8600000000002,56.0,35,3,0.004423680085910512
21366,MIRRORED WALL ART PHOTO FRAMES,470.1700000000002,89.0,46,9,0.004407836362464598
84674,FLYING PIG WATERING CAN,469.8999999999998,194.0,47,31,0.0044053051167069635
23521,WALL ART CAT AND BIRD ,469.73000000000013,143.0,40,18,0.004403711369378088
20716,PARTY FOOD SHOPPER BAG,469.6299999999999,400.0,73,31,0.004402773870949334
20707,CRAZY DAISY HEART DECORATION,468.38999999999993,464.0,149,20,0.004391148890432806
20615,BLUE POLKADOT PASSPORT COVER,466.9899999999998,309.0,95,28,0.004378023912430273
20831,GOLD PHOTO FRAME,466.5300000000002,216.0,39,19,0.004373711419658016
84917,WHITE HAND TOWEL WITH BUTTERFLY,466.29999999999995,184.0,27,13,0.004371555173271884
22647,CERAMIC LOVE HEART MONEY BANK,466.18,732.0,45,34,0.0043704301751573815
23379,PACK OF 12 RED APPLE TISSUES,465.36,1220.0,76,49,0.004362742688041613
21374,MIRRORED WALL ART SKULLS,463.79,304.0,46,37,0.004348023962710202
23455,SMALL PARLOUR PICTURE FRAME,462.44999999999965,165.0,33,30,0.0043354614837649175
22517,CHILDS GARDEN RAKE PINK,462.3300000000005,206.0,69,48,0.004334336485650423
20838,FRENCH LATTICE CUSHION COVER ,461.45000000000016,385.0,57,30,0.0043260864994774
35598B,BLACK CHRISTMAS TREE 60CM,460.6400000000001,558.0,25,20,0.004318492762204506
21003,ROSE DU SUD CUSHION COVER,460.5799999999999,78.0,46,6,0.004317930263147253
23691,WRAP KEEP CALM BIRTHDAY,460.5,1125.0,36,34,0.004317180264404251
22344,PARTY PIZZA DISH PINK POLKADOT,460.3799999999998,1228.0,76,34,0.004316055266289747
21063,PARTY INVITES JAZZ HEARTS,458.30999999999983,528.0,102,64,0.004296649048814575
21062,PARTY INVITES SPACEMAN,458.22999999999985,539.0,74,55,0.004295899050071573
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,457.6199999999999,286.0,25,23,0.004290180309656185
21220,SET/4 BADGES DOGS,457.50999999999976,348.0,89,34,0.004289149061384556
23045,PAPER LANTERN 5 POINT STAR MOON ,456.4800000000001,108.0,20,17,0.004279492827568411
17096,ASSORTED LAQUERED INCENSE HOLDERS,455.98000000000013,2545.0,24,12,0.0042748053354246494
21851,LILAC DIAMANTE PEN IN GIFT BOX,454.98999999999995,141.0,63,12,0.00426552410098
35004G,SET OF 3 GOLD FLYING DUCKS,454.6499999999999,127.0,21,16,0.004262336606322243
22268,EASTER DECORATION SITTING BUNNY,454.49999999999994,531.0,75,44,0.004260930358679114
21415,CLAM SHELL SMALL ,454.41999999999996,223.0,46,25,0.004260180359936113
84920,PINK FLOWER FABRIC PONY,453.7300000000001,117.0,48,22,0.004253711620777723
84916,HAND TOWEL PALE BLUE W FLOWERS,453.38999999999993,223.0,29,17,0.004250524126119964
85169C,EAU DE NIL LOVE BIRD CANDLE,452.85999999999996,429.0,46,14,0.004245555384447577
23509,MINI PLAYING CARDS FUN FAIR ,452.7199999999997,1065.0,65,51,0.004244242886647321
22813,PACK 3 BOXES BIRD PANETTONE ,451.83999999999975,204.0,31,11,0.004235992900474302
21061,PARTY INVITES FOOTBALL,451.6999999999999,488.0,83,49,0.00423468040267405
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,451.5899999999999,1153.0,49,19,0.004233649154402423
23548,WRAP MAGIC FOREST ,451.5,1075.0,43,42,0.004232805405816546
48189,DOORMAT FRIENDSHIP ,451.1099999999999,27.0,17,0,0.004229149161944412
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,450.07999999999987,40.0,32,3,0.0042194929281282635
20770,ABSTRACT CIRCLE JOURNAL ,449.8000000000001,185.0,72,24,0.004216867932527759
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,449.3900000000001,238.0,57,33,0.004213024188969874
22598,CHRISTMAS MUSICAL ZINC TREE,447.3600000000001,994.0,95,42,0.004193992970866203
20669,RED HEART LUGGAGE TAG,447.33999999999986,304.0,96,36,0.00419380547118045
21365,MIRRORED WALL ART STARS,447.0900000000001,363.0,52,35,0.004191461725108572
84600,NEW BAROQUE JEWELLERY BOX ,446.89,53.0,25,16,0.004189586728251066
22486,PLASMATRONIC LAMP,446.45000000000016,71.0,25,9,0.004185461735164557
84976,RECTANGULAR SHAPED MIRROR,446.1500000000002,512.0,37,27,0.004182649239878301
22390,PAPERWEIGHT CHILDHOOD MEMORIES,445.44000000000005,268.0,36,24,0.004175993001034159
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,445.1700000000002,240.0,48,29,0.004173461755276529
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",444.6299999999996,538.0,96,33,0.004168399263761261
21656,RIDGED GLASS POSY VASE ,444.5799999999998,219.0,47,15,0.004167930514546887
21580,RABBIT  DESIGN  COTTON TOTE BAG,444.06999999999977,181.0,62,21,0.004163149272560249
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,441.8899999999998,82.0,56,10,0.0041427118068134506
20768,GREEN FERN JOURNAL ,441.12000000000023,177.0,55,31,0.0041354930689120615
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,441.07000000000016,1421.0,57,40,0.004135024319697685
35637A,IVORY STRING CURTAIN WITH POLE ,440.6199999999998,170.0,28,23,0.004130805576768297
20619,TROPICAL PASSPORT COVER ,439.6499999999997,262.0,99,16,0.004121711842009398
21828,EIGHT PIECE SNAKE  SET,439.5399999999998,333.0,84,53,0.004120680593737772
85130C,BEADED CRYSTAL HEART BLUE  LARGE,438.87,483.0,46,37,0.004114399354265133
22545,MINI JIGSAW BUNNIES,436.08999999999986,1143.0,75,40,0.004088336897945819
84360,TABLE LAMP WHITE SHADE WOOD BASE,434.12,78.0,20,9,0.0040698681788993996
35653,VINTAGE BEAD NOTEBOOK,433.18999999999994,150.0,52,11,0.004061149443512003
85168B,BLACK BAROQUE CARRIAGE CLOCK,432.78999999999996,51.0,35,5,0.0040573994497969945
22229,BUNNY WOODEN PAINTED WITH FLOWER ,432.4599999999996,568.0,101,54,0.004054305704982108
23457,LARGE PARLOUR PICTURE FRAME,431.97999999999996,86.0,29,25,0.004049805712524101
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,431.73000000000013,180.0,49,21,0.004047461966452222
23058,CHRISTMAS HANGING SNOWFLAKE,430.86,490.0,48,39,0.004039305730122076
20705,MRS ROBOT SOFT TOY,428.8499999999998,143.0,28,27,0.004020462011704153
21002,ROSE DU SUD DRAWSTRING BAG,428.6600000000002,125.0,66,5,0.004018680764689528
21088,SET/6 FRUIT SALAD PAPER CUPS,428.28,1678.0,103,67,0.004015118270660267
77101A,UNION FLAG WINDSOCK,428.19,388.0,22,16,0.00401427452207439
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",427.99999999999966,683.0,105,62,0.004012493275059758
21758,VINTAGE SHELLS PRINT,427.45999999999987,50.0,32,13,0.004007430783544497
84658,WHITE STITCHED CUSHION COVER,426.1299999999999,59.0,22,14,0.003994962054442092
23522,DOG AND BALL WALL ART,425.8799999999999,252.0,4,3,0.003992618308370211
21318,GLASS CHALICE BLUE SMALL ,425.08000000000015,696.0,49,38,0.003985118320940196
20934,SET/3 POT PLANT CANDLES,424.45999999999987,68.0,32,20,0.0039793058306819284
72799F,IVORY PILLAR CANDLE GOLD FLOCK,424.0799999999999,145.0,30,19,0.0039757433366526705
20765,CHRYSANTHEMUM SKETCHBOOK ,423.5499999999999,104.0,59,45,0.003970774594980283
90200E,GREEN SWEETHEART BRACELET,423.4099999999998,103.0,44,15,0.003969462097180029
90154,LAZER CUT NECKLACE W PASTEL BEADS,421.75,57.0,5,5,0.003953899623262743
85136C,RED SHARK HELICOPTER,421.1799999999998,52.0,36,20,0.003948555882218853
20762,GREEN FERN SKETCHBOOK ,420.0799999999999,106.0,56,42,0.00393824339950258
22051,BLUE SCANDINAVIAN PAISLEY WRAP,420.0,1000.0,39,36,0.003937493400759578
21129,SILVER FISHING GNOME ,419.51999999999987,52.0,27,13,0.003932993408301565
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,419.00999999999993,224.0,48,22,0.003928212166314929
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,418.97999999999996,201.0,50,0,0.0039279309167863045
90114,SUMMER DAISIES BAG CHARM,417.96,167.0,88,11,0.003918368432813031
22405,MONEY BOX POCKET MONEY DESIGN,417.86,374.0,70,46,0.0039174309343842795
84821,DANISH ROSE DELUXE COASTER,417.3499999999998,947.0,40,35,0.003912649692397641
22214,CANDLE PLATE LACE WHITE,416.59999999999985,193.0,56,18,0.003905618454181999
21147,JINGLE BELLS TREE DECORATION,415.76999999999975,203.0,76,11,0.0038978372172233542
22108,PING! MICROWAVE PLATE,415.09000000000003,152.0,63,16,0.003891462227907841
21817,GLITTER CHRISTMAS TREE,414.6299999999998,912.0,58,48,0.0038871497351355786
21579,LOLITA  DESIGN  COTTON TOTE BAG,414.2199999999999,178.0,50,30,0.0038833059915776955
21285,RETROSPOT CANDLE  MEDIUM,413.88,365.0,43,26,0.0038801184969199385
21884,CAKES AND BOWS GIFT  TAPE,413.76,1166.0,93,43,0.0038789934988054356
90161C,ANT COPPER LIME BOUDICCA BRACELET,412.74000000000007,83.0,50,13,0.003869431014832163
23459,DOLLY CABINET 2 DRAWERS ,412.5,33.0,19,19,0.0038671810186031567
15056p,EDWARDIAN PARASOL PINK,412.47999999999996,33.0,26,0,0.0038669935189174064
23415,HOME SWEET HOME HOOK,412.18,328.0,47,42,0.00386418102363115
84596E,SMALL LICORICE DES PINK BOWL,412.10000000000014,565.0,79,33,0.0038634310248881493
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,411.56000000000006,308.0,20,18,0.003858368533372886
22447,PIN CUSHION BABUSHKA BLUE,410.8100000000002,137.0,45,16,0.0038513372951572452
20830,SILVER PHOTO FRAME,409.83000000000004,136.0,37,19,0.0038421498105554717
85203,HANGING WOOD AND FELT BUTTERFLY ,409.41000000000025,896.0,127,45,0.003838212317154714
16219,HOUSE SHAPE PENCIL SHARPENER,407.71999999999963,3048.0,100,41,0.0038223685937087944
22510,GINGHAM BABUSHKA DOORSTOP,406.49000000000007,211.0,42,34,0.0038108373630351454
35964,FOLKART CLIP ON STARS,405.25000000000006,786.0,100,34,0.003799212382518617
23339,EGG FRYING PAN BLUE ,404.99999999999983,175.0,76,43,0.0037968686364467344
22406,MONEY BOX KINGS CHOICE DESIGN,403.4599999999998,346.0,84,49,0.0037824311606439493
22134,MINI LADLE LOVE HEART RED ,401.60000000000014,866.0,153,28,0.0037649936898691595
22287,"DECORATION , WOBBLY CHICKEN, METAL ",401.02000000000004,236.0,35,27,0.0037595561989823955
23576,SNACK TRAY RED VINTAGE DOILY,400.04,198.0,37,28,0.003750368714380623
23429,RED RETRO KITCHEN WALL CLOCK,400.01000000000005,47.0,23,19,0.0037500874648519976
23039,T-LIGHT HOLDER SILVER HEART HANDLE,399.7099999999998,199.0,28,22,0.0037472749695657386
22345,PARTY PIZZA DISH BLUE POLKADOT,399.62,1120.0,71,29,0.0037464312209798635
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,399.03,43.0,23,17,0.003740899980250225
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,399.02,37.0,26,9,0.003740806230407349
21131,GOLD STANDING GNOME,398.02000000000004,106.0,28,11,0.0037314312461198267
84974,S/2 ZINC HEART DESIGN PLANTERS,397.99999999999983,40.0,28,26,0.0037312437464340742
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,395.60999999999996,5884.0,30,15,0.0037088375339868964
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,395.11000000000007,129.0,30,20,0.0037041500418431364
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,395.09999999999974,999.0,55,16,0.0037040562920002576
22256,FELT FARM ANIMAL CHICKEN,394.14999999999986,291.0,50,32,0.0036951500569271127
23661,MILK MAIDS MUG ,393.5899999999999,219.0,33,23,0.0036899000657261
22048,BIRTHDAY BANQUET GIFT WRAP,393.5,975.0,32,32,0.0036890563171402234
20867,PINK ROSE FABRIC MIRROR,393.47,331.0,62,23,0.0036887750676115982
90200B,BLACK SWEETHEART BRACELET,392.8299999999997,93.0,47,18,0.0036827750776675804
23116,VEGETABLE GARDEN CHOPPING BOARD,392.3399999999999,78.0,22,17,0.003678181335366696
84826,ASSTD DESIGN 3D PAPER STICKERS,391.93,1165.0,31,28,0.003674337591808813
23150,IVORY SWEETHEART SOAP DISH,390.75,148.0,49,33,0.0036632751103495356
85232A,SET/3 POLKADOT STACKING TINS,389.55,78.0,29,22,0.0036520251292045084
21373,MIRRORED WALL ART SNOWFLAKES,389.03999999999996,512.0,47,41,0.0036472438872178718
23337,EGG FRYING PAN MINT ,388.74999999999994,180.0,69,49,0.00364452514177449
35095A,BLUE VICTORIAN FABRIC OVAL BOX,388.57000000000005,925.0,100,29,0.003642837644602737
23103,BELL HEART DECORATION,387.0,252.0,9,9,0.0036281189192713253
21879,HEARTS GIFT TAPE,386.77,1178.0,94,52,0.003625962672885195
20854,BLUE PATCH PURSE PINK HEART,386.3199999999998,244.0,41,16,0.0036217439299558083
71053,WHITE MOROCCAN METAL LANTERN,385.3000000000001,70.0,26,9,0.0036121814459825377
21881,CUTE CATS TAPE,383.11000000000007,1102.0,79,37,0.003591650230392862
21197,MULTICOLOUR  CONFETTI IN TUBE,382.96000000000004,284.0,27,13,0.0035902439827497335
84919,BLUE CUSHION COVER WITH FLOWER,381.7800000000001,58.0,29,9,0.0035791815012904574
22346,PARTY PIZZA DISH GREEN POLKADOT,381.66,1037.0,59,23,0.003578056503175954
85179A,GREEN BITTY LIGHT CHAIN,380.78999999999985,193.0,59,15,0.0035699002668458076
21562,HAWAIIAN GRASS SKIRT ,380.36,324.0,28,20,0.003565869023602174
16045,POPART WOODEN PENCILS ASST,380.0,8900.0,68,61,0.0035624940292586656
23396,LA JARDIN BOTANIQUE CUSHION COVER,379.28,88.0,28,23,0.0035557440405716493
46776D,WOVEN SUNSET CUSHION COVER ,378.2899999999999,89.0,37,3,0.003546462806127001
90161B,ANT COPPER TURQ BOUDICCA BRACELET,377.88000000000005,76.0,37,10,0.0035426190625691177
21243,PINK POLKADOT PLATE ,377.56,220.0,25,18,0.0035396190675971106
21051,RIBBONS PURSE ,377.2000000000001,192.0,51,23,0.003536244073253603
90160C,TURQ+RED BOUDICCA LARGE BRACELET,377.0399999999999,54.0,26,14,0.0035347440757675973
47367B,PAIR PADDED HANGERS PINK CHECK,376.2700000000001,112.0,43,11,0.0035275253378662065
21284,RETROSPOT CANDLE  SMALL,376.18,404.0,42,24,0.003526681589280329
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,375.93000000000006,323.0,65,21,0.0035243378432084486
84559A,3D SHEET OF DOG STICKERS,375.60999999999984,397.0,94,34,0.003521337848236439
21635,MADRAS NOTEBOOK LARGE ,374.96000000000004,271.0,16,15,0.0035152441084495513
84663A,GRASS HOPPER WOODEN WALL CLOCK ,374.12000000000006,272.0,34,21,0.003507369121648032
23128,DOLLCRAFT BOY JEAN-PAUL ,373.9,82.0,12,12,0.0035053066251047762
20782,CAMOUFLAGE EAR MUFF HEADPHONES,373.57000000000005,54.0,27,12,0.0035022128802898946
21945,STRAWBERRIES  DESIGN FLANNEL ,373.3399999999997,358.0,105,27,0.0035000566339037607
16011,ANIMAL STICKERS,372.3300000000002,1773.0,46,38,0.003490587899773368
84915,HAND TOWEL PINK FLOWER AND DAISY,372.3299999999999,217.0,23,8,0.0034905878997733655
21689,SILVER VANILLA  FLOWER CANDLE POT,369.87,95.0,26,22,0.00346752543842606
84563A,PINK & WHITE BREAKFAST TRAY,369.84,96.0,35,11,0.003467244188897434
23575,SNACK TRAY PAISLEY PARK,367.34999999999997,179.0,32,22,0.0034439004780215023
22532,MAGIC DRAWING SLATE LEAP FROG ,366.74999999999983,1072.0,73,54,0.003438275487448987
22769,CHALKBOARD KITCHEN ORGANISER,366.72999999999996,11.0,8,3,0.003438087987763238
22265,EASTER DECORATION NATURAL CHICK,366.15000000000015,540.0,64,42,0.0034326504968764764
21000,ROSE DU SUD COSMETICS BAG,365.09000000000015,97.0,52,16,0.003422713013531702
21320,GLASS CHALICE GREEN  LARGE ,364.22,197.0,19,10,0.0034145567772015557
23579,SNACK TRAY I LOVE LONDON,362.65,171.0,35,22,0.003399838051870145
21286,RETROSPOT CANDLE  LARGE,362.11999999999983,273.0,30,17,0.0033948693101977564
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,361.81,688.0,41,7,0.003391963065068626
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,361.55999999999995,140.0,6,5,0.003389619318996745
23044,PAPER LANTERN 9 POINT HOLLY STAR S,361.04000000000013,86.0,20,19,0.003384744327167235
85049e,SCANDINAVIAN REDS RIBBONS,360.7099999999999,109.0,42,0,0.0033816505823523503
16008,SMALL FOLDING SCISSOR(POINTED EDGE),360.70999999999987,2892.0,70,54,0.00338165058235235
84632,DECORATIVE HANGING SHELVING UNIT,359.7,6.0,5,5,0.0033721818482219524
35954,SMALL FOLKART STAR CHRISTMAS DEC,359.6000000000001,1293.0,54,30,0.0033712443497932016
21060,PARTY INVITES BALLOON GIRL,359.28999999999996,405.0,71,47,0.003368338104664068
84563B,BLUE & WHITE BREAKFAST TRAY,358.09999999999985,98.0,38,18,0.0033571818733619152
90209B,GREEN ENAMEL+GLASS HAIR COMB,357.7399999999998,185.0,54,7,0.003353806879018406
20856,DENIM PATCH PURSE PINK BUTTERFLY,357.28999999999985,216.0,61,26,0.0033495881360890213
21263,GREEN GOOSE FEATHER TREE 60CM,356.96999999999974,171.0,42,32,0.003346588141117013
22100,SKULLS SQUARE TISSUE BOX,356.45999999999975,757.0,59,34,0.003341806899130377
82095,HEART BUTTONS JEWELLERY BOX,356.11,68.0,30,4,0.0033385256546297464
85169D,PINK LOVE BIRD CANDLE,356.08,351.0,50,20,0.00333824440510112
85169B,BLACK LOVE BIRD CANDLE,356.05999999999995,329.0,62,17,0.0033380569054153697
84569A,PACK 3 IRON ON DOG PATCHES,355.8399999999999,294.0,65,26,0.0033359944088721142
21724,PANDA AND BUNNIES STICKER SHEET,355.8299999999999,408.0,81,43,0.003335900659029239
21001,ROSE DU SUD WASHBAG ,354.1399999999999,74.0,50,12,0.0033200569355833244
37482P,CUBIC MUG PINK POLKADOT,354.02999999999986,506.0,47,30,0.0033190256873116973
47310M,SMALL POP BOX FUNKY MONKEY,353.97999999999973,258.0,87,20,0.0033185569380973197
21664,RIDGED GLASS STORAGE JAR CREAM LID,353.97,99.0,18,15,0.003318463188254448
21723,ALPHABET HEARTS STICKER SHEET,353.48000000000013,401.0,59,29,0.003313869445953562
23420,PANTRY HOOK TEA STRAINER ,353.45000000000005,165.0,32,26,0.0033135881964249355
23421,PANTRY HOOK SPATULA,353.36000000000007,162.0,33,24,0.003312744447839059
21222,SET/4 BADGES BEETLES,353.1899999999997,269.0,73,26,0.003311150700510177
35095B,RED VICTORIAN FABRIC OVAL BOX,352.24999999999994,862.0,98,36,0.0033023382152799078
20652,BLUE POLKADOT LUGGAGE TAG ,350.6099999999999,268.0,78,26,0.0032869632410483696
21555,CERAMIC STRAWBERRY TRINKET TRAY,350.4699999999999,137.0,69,11,0.0032856507432481165
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,349.8699999999999,853.0,70,52,0.0032800257526756026
22268,DECORATION SITTING BUNNY,349.53999999999985,1480.0,83,32,0.0032769320078607196
84924A,WAKE UP COCKEREL CALENDAR SIGN ,348.5899999999999,81.0,33,21,0.0032680257727875734
84631,FRUIT TREE AND BIRDS WALL PLAQUE,348.52999999999986,41.0,24,7,0.003267463273730322
21421,PORCELAIN ROSE LARGE ,348.43,299.0,14,11,0.003266525775301571
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,347.70000000000005,78.0,7,7,0.0032596820367716797
20700,GREEN CAT FLORAL CUSHION COVER ,345.1699999999998,73.0,54,4,0.0032359633265242444
47591B,SCOTTIES CHILDRENS APRON,344.78999999999974,209.0,56,9,0.003232400832494985
84849A,HELLO SAILOR BLUE SOAP HOLDER,344.3399999999999,180.0,53,25,0.003228182089565602
85129D,BEADED CRYSTAL HEART PINK SMALL,343.9899999999998,208.0,65,16,0.0032249008450649674
22104,MIRROR MOSAIC CANDLE PLATE,343.70999999999964,288.0,59,9,0.00322227584946446
90149,SILVER FLOWR PINK SHELL NECKLACE,342.76000000000005,53.0,4,2,0.003213369614391317
